"SYMBOL","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","DATE"
"CDSL",620,631.35,593.2,603.2,604.45,615.6,2021-03-18
"CDSL",597,614.4,579,609.5,611,603.2,2021-03-19
"CDSL",615,616.75,604.4,609.5,610.95,609.5,2021-03-22
"CDSL",610.8,643,609,637.7,638,609.5,2021-03-23
"CDSL",631.8,653.8,626.25,634.2,636.25,637.7,2021-03-24
"CDSL",631.5,637.7,614.95,627.5,629,634.2,2021-03-25
"CDSL",631.2,656.75,631.2,644.8,646,627.5,2021-03-26
"CDSL",645,662,645,653.4,651.55,644.8,2021-03-30
"CDSL",653.45,674,621.35,656.05,657,653.4,2021-03-31
"CDSL",661.05,671.7,652.1,655.65,656,656.05,2021-04-01
"CDSL",659,659.5,639,652.5,655.5,655.65,2021-04-05
"CDSL",658,732.85,650.55,720.05,720.5,652.5,2021-04-06
"CDSL",721,764,713.5,744,744,720.05,2021-04-07
"CDSL",745.95,769.95,745,756.8,760.25,744,2021-04-08
"CDSL",760,760.25,748.05,750.85,751.25,756.8,2021-04-09
"CDSL",739.95,739.95,691.25,706.15,708.8,750.85,2021-04-12
"CDSL",712,736.85,706,710.2,709,706.15,2021-04-13
"CDSL",709,724,699,719.05,718.3,710.2,2021-04-15
"CDSL",721.45,735.75,713.3,725.2,726,719.05,2021-04-16
"CDSL",715.2,734,696,712.6,712,725.2,2021-04-19
"CDSL",722.8,727.95,711.1,718.7,718,712.6,2021-04-20
"CDSL",717,735.5,712.25,721.1,718.45,718.7,2021-04-22
"CDSL",719.5,732,717.55,720.65,722.5,721.1,2021-04-23
"CDSL",725,734.9,725,731.35,732.75,720.65,2021-04-26
"CDSL",741,792,740.05,780.75,781,731.35,2021-04-27
"CDSL",784.9,825,782,813.65,815.25,780.75,2021-04-28
"CDSL",820.5,825.85,785.6,803.45,804,813.65,2021-04-29
"CDSL",803,827,802,806.8,810,803.45,2021-04-30
"CDSL",806.95,819.9,789,795.85,797.95,806.8,2021-05-03
"CDSL",802,818,770.05,777,781.2,795.85,2021-05-04
"CDSL",782.15,797.7,778,792,789.7,777,2021-05-05
"CDSL",793,801,777.75,789.55,790,792,2021-05-06
"CDSL",794,832,794,798.7,799.05,789.55,2021-05-07
"CDSL",808,819.8,801.05,804.55,804.85,798.7,2021-05-10
"CDSL",800,808.55,792,798,797,804.55,2021-05-11
"CDSL",800,817.4,795,803,807.1,798,2021-05-12
"CDSL",808.95,834,799.3,829.85,832.5,803,2021-05-14
"CDSL",840,874.8,840,862.25,865,829.85,2021-05-17
"CDSL",871,894.95,865.1,870,871.05,862.25,2021-05-18
"CDSL",870,898,870,879.45,880,870,2021-05-19
"CDSL",884.4,890.75,862,869.5,871,879.45,2021-05-20
"CDSL",874.95,879.15,868,871.1,870,869.5,2021-05-21
"CDSL",877.2,905,870,886.1,888,871.1,2021-05-24
"CDSL",894.25,896.7,883,886.85,890,886.1,2021-05-25
"CDSL",890.75,899.55,884,887.6,892.5,886.85,2021-05-26
"CDSL",889.9,899,883.2,892.6,899,887.6,2021-05-27
"CDSL",898.95,986.9,895.05,971.65,986.8,892.6,2021-05-28
"CDSL",995,1008.7,978.95,989.65,988.2,971.65,2021-05-31
"CDSL",989.9,994.8,945,965.35,968,989.65,2021-06-01
"CDSL",965,982.5,958.1,971.35,971.35,965.35,2021-06-02
"CDSL",975.9,976.8,960,967,966.65,971.35,2021-06-03
"CDSL",971.5,990.25,961.3,973.55,971.8,967,2021-06-04
"CDSL",973.6,998.35,973.6,986,987.5,973.55,2021-06-07
"CDSL",991,992.45,970.25,981.4,984,986,2021-06-08
